coefficients,x_known,y_known,z_known,e_known,hyperparameter,0.67std_percent_known,1std_percent_known,1.96std_percent_known,0.67std_percent_fit_rand,1std_percent_fit_rand,1.96std_percent_fit_rand,coeff_known_pull,coeff_known,coeff_GP_pull_rand,coeff_GP_rand
"[-0.5290749   1.40982539  0.70333929 -0.51793648  1.42640667  0.68453194
 -0.0612613   1.54618866  0.49045522  0.46224438  1.48731356  0.3524424 ]","[1.21 1.21 1.21 1.21 1.21 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.75
 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.99 1.99 1.99 1.99 1.99 1.99
 1.99 1.99]","[-0.52 -0.34 -0.07  0.34  0.52 -0.81 -0.62 -0.39 -0.22  0.12  0.22  0.52
  0.73 -0.68 -0.66 -0.36 -0.26  0.09  0.19  0.31  0.57  0.84 -0.76 -0.6
 -0.34 -0.17  0.09  0.41  0.57  0.72]","[ 0.0877551  -0.06415929 -0.29648241 -0.52433936 -0.63031423 -0.08872902
 -0.03092784  0.07740586 -0.10588235 -0.3686584  -0.49776786 -0.67335244
 -0.61299053 -0.01231803  0.03839122  0.05046729  0.03684211 -0.29056604
 -0.40482574 -0.48842337 -0.57731959 -0.42705005 -0.06736842  0.00486224
 -0.05606258 -0.09367681 -0.23809524 -0.40642722 -0.35045317 -0.40869565]","[0.03182059 0.03319098 0.03908712 0.03175594 0.03337747 0.04877706
 0.07176147 0.03224527 0.03410691 0.03121174 0.0289748  0.03957498
 0.02906394 0.03346119 0.04272539 0.04317868 0.03624919 0.04156312
 0.03347834 0.02897443 0.0293113  0.02950837 0.03237058 0.04025801
 0.03605112 0.03406882 0.04419303 0.03972535 0.03640123 0.03474478]",[0.73833361 0.60687725],0.5666666666666667,0.7,0.9333333333333333,0.43333333333333335,0.5666666666666667,0.9,"[ 0.5341016  -0.18795398 -0.3823426   1.29393518 -0.42538272 -1.86064468
  0.56283978  1.52866613 -2.97132208  0.49474523  1.11521363  0.67780921]","[-0.50671035  1.4         0.67766251 -0.44543054  1.4         0.52620162
 -0.05073902  1.71047741  0.25        0.49206156  1.53115323  0.39469665]","[ 1.24476235 -0.50837889 -1.0795888   1.42779005 -0.41986388 -2.37667363
  0.15811159  2.53130442 -4.16906244  1.06587321  1.23605003  1.39929009]","[-0.48263825  1.40000002  0.64201484 -0.44702     1.40000002  0.51696947
 -0.05921934  1.74806343  0.25        0.54837049  1.53994397  0.47533856]"
"[-0.48519168  1.67716283  0.72086876 -0.40565206  1.55061926  0.6828619
  0.11930943  1.45328394  0.59309634 -0.34202037  1.51247374  0.47320889]","[1.39 1.39 1.39 1.39 1.39 1.39 1.4  1.4  1.4  1.4  1.4  1.4  1.4  1.4
 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.74 1.9  1.9  1.9  1.9  1.9
 1.9  1.9 ]","[-0.73 -0.29 -0.01  0.1   0.48  0.57 -0.78 -0.44 -0.28 -0.2   0.03  0.33
  0.42  0.84 -0.73 -0.52 -0.31 -0.28 -0.04  0.14  0.47  0.57  0.77 -0.78
 -0.6  -0.32 -0.1   0.16  0.59  0.64]","[-0.07614213 -0.28436019 -0.24154589 -0.26086957 -0.23681489 -0.27055306
 -0.03441296 -0.24806202 -0.37899543 -0.29181929 -0.21107266 -0.27607362
 -0.12166172 -0.44444444 -0.08874172 -0.26280992 -0.31195335 -0.321875
 -0.35185185 -0.30277778 -0.25102881 -0.31730769 -0.39037433 -0.04545455
 -0.11111111 -0.28313253 -0.25660377 -0.29692833 -0.3088685  -0.38095238]","[0.07104022 0.04666964 0.03372336 0.06365488 0.0312431  0.03722033
 0.03179539 0.03482079 0.06253264 0.03342189 0.03319663 0.04346409
 0.05406882 0.04607531 0.03625014 0.03922663 0.03627489 0.03742485
 0.045036   0.03551849 0.04390845 0.04649534 0.03887014 0.04762385
 0.05949773 0.0526364  0.0419828  0.05578584 0.05259621 0.05044077]",[0.14454551 1.18596665],0.6333333333333333,0.8,0.9333333333333333,0.9666666666666667,0.9666666666666667,1.0,"[ 0.7061514   0.16162072 -0.39454083 -0.85086338  0.3743213   0.13416848
 -2.45326902  2.52386056 -0.98203221  5.03829026  0.88252984 -0.68105195]","[-0.37751973  1.69093724  0.57279517 -0.44551045  1.67001276  0.74982968
  0.06791779  1.71046934  0.25000217 -0.20138434  1.55526891  0.25000009]","[ 0.39541409  0.27164305 -0.61960942  0.09877657  0.82615243  0.08706463
 -0.85509941  0.9803875  -0.82767428  1.17987881 -0.29105903 -0.32635751]","[-0.33644195  1.74032753  0.52047395 -0.35852764  1.79999506  0.71568865
  0.07162497  1.6862251   0.25       -0.1893825   1.40000308  0.37619233]"
"[ 0.38319873  1.59770446  0.48791958  0.15462405  1.61049366  0.4987002
 -0.3966443   1.70367626  0.74733656 -0.49076329  1.63018624  0.46727922]","[1.28 1.28 1.28 1.28 1.28 1.28 1.28 1.28 1.59 1.59 1.59 1.59 1.59 1.59
 1.59 1.72 1.72 1.72 1.72 1.72 1.72 1.91 1.91 1.91 1.91]","[-0.67 -0.56 -0.24 -0.12  0.19  0.38  0.56  0.66 -0.83 -0.56 -0.25 -0.05
  0.2   0.57  0.68 -0.7  -0.35 -0.22  0.    0.4   0.76 -0.67 -0.31  0.33
  0.59]","[0.07775769 0.03432494 0.23498695 0.20879121 0.44444444 0.43697479
 0.43270622 0.390625   0.14868805 0.06129032 0.30578512 0.32319392
 0.55084746 0.54939341 0.46808511 0.02661597 0.12408759 0.29166667
 0.33010883 0.56167176 0.34739803 0.00552486 0.20740741 0.37552743
 0.44702842]","[0.04239557 0.0478083  0.03511973 0.05125904 0.0564305  0.05830422
 0.03429601 0.03075341 0.05339473 0.04008546 0.04997232 0.03369034
 0.05432822 0.03478498 0.04557249 0.0616408  0.04894513 0.04602059
 0.03282411 0.02641558 0.03516716 0.05255803 0.04209738 0.06020286
 0.03215285]",[0.51391239 0.59631372],0.48,0.64,0.92,0.76,0.88,1.0,"[-0.02288891 -0.40783814  0.20967719  3.3201894   0.51220979  0.55796307
  0.56406457  0.07063455  0.00940824  2.95815244 -1.41369846 -1.92724607]","[ 0.38175984  1.57972754  0.50800452  0.34196301  1.8         0.75
 -0.35442122  1.72539496  0.74970446 -0.29057573  1.56054226  0.32080776]","[-0.20659316 -0.40021501 -0.05109392  0.63129497  0.47842045 -0.08582862
  0.11916077  0.45825694 -0.1076999   1.05682752 -0.57982698 -0.58556297]","[ 0.36868576  1.57784004  0.48256271  0.23835586  1.8         0.46583787
 -0.35970271  1.79989703  0.71982248 -0.32371149  1.48918638  0.37657905]"
"[0.04848826 1.42802099 0.32156944 0.1039034  1.52030053 0.30692477
 0.46410187 1.67276353 0.54528341 0.61649353 1.74619081 0.74016365]","[1.37 1.37 1.37 1.37 1.37 1.37 1.37 1.57 1.57 1.57 1.57 1.78 1.78 1.78
 1.78 1.78 1.78 1.78 1.78 1.78 1.96 1.96 1.96 1.96 1.96 1.96 1.96 1.96]","[-0.63 -0.53 -0.32  0.11  0.25  0.56  0.79 -0.72 -0.19  0.23  0.58 -0.83
 -0.55 -0.47 -0.28 -0.05  0.13  0.29  0.48  0.72 -0.83 -0.64 -0.33 -0.11
  0.18  0.37  0.52  0.84]","[ 0.19791667  0.06609195  0.09295775 -0.11695138 -0.10962567  0.02362205
  0.22543353  0.04621072  0.02645503 -0.11791383  0.03900709  0.08322663
  0.13446677  0.09113608 -0.04854369 -0.11801242 -0.19033233 -0.13714286
 -0.1425641   0.13914174  0.04347826  0.08163265 -0.03100775 -0.12342569
 -0.22261484 -0.14761905 -0.14876033  0.33693694]","[0.05002158 0.03782202 0.05284468 0.03600121 0.03634325 0.03621607
 0.0427652  0.04294743 0.03251862 0.03343685 0.04207555 0.03565867
 0.03895701 0.03518622 0.03719804 0.03194964 0.03815562 0.03743932
 0.03169851 0.03571014 0.05378728 0.03355937 0.04400138 0.04980481
 0.0334587  0.04826042 0.03670053 0.0399656 ]",[4.43940838 0.28474965],0.32142857142857145,0.6071428571428571,1.0,0.42857142857142855,0.6428571428571429,1.0,"[-0.36682627  0.6620673  -1.30664595 -0.15840292  0.95119726  0.07876112
  0.0177534   1.8171788   0.01655612 -0.405836    0.10518034 -0.58766997]","[0.04518138 1.47018046 0.25       0.09570006 1.64846361 0.33869306
 0.46774522 1.8        0.55145529 0.46325822 1.78533442 0.56230891]","[ 0.42649748 -0.09882872 -0.9645528   0.06717459  0.56813478  0.31662411
  3.38158378  0.43501132  0.52207855 -1.47298506  0.13636659  0.01997274]","[0.05246359 1.4        0.27599096 0.1084867  1.60314552 0.4304376
 0.5836226  1.79999992 0.74999654 0.54500106 1.79999965 0.7499985 ]"
"[ 0.09964107  1.53288401  0.69352401 -0.2989232   1.67994581  0.43270286
  0.50869386  1.68988352  0.3061191  -0.1415952   1.51358146  0.68772908]","[1.37 1.37 1.37 1.37 1.37 1.55 1.55 1.55 1.55 1.55 1.55 1.6  1.6  1.6
 1.6  1.6  1.6  1.6  1.6  1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95]","[-0.67 -0.24  0.05  0.4   0.53 -0.62 -0.45 -0.07  0.22  0.54  0.61 -0.72
 -0.57 -0.29 -0.03  0.03  0.26  0.47  0.84 -0.71 -0.63 -0.43 -0.1  -0.08
  0.14  0.45  0.58  0.67]","[ 0.07234043 -0.0361991  -0.16497462 -0.14391144 -0.05687694  0.19408503
 -0.03858875 -0.19076923 -0.20677966 -0.04962779  0.01130856  0.36492891
  0.16272966 -0.00998004 -0.29032258 -0.27731092 -0.25748503 -0.18113612
  0.1662531   0.27980535  0.26315789  0.0027248  -0.1643454  -0.19397363
 -0.20996441 -0.08227848 -0.09253066 -0.08675799]","[0.0650619  0.04753398 0.0351354  0.06011335 0.03210577 0.04217583
 0.03317972 0.03850289 0.04027958 0.03518009 0.04019082 0.03204756
 0.03574331 0.04467448 0.03038252 0.0359563  0.05287261 0.03219697
 0.0347333  0.04735611 0.03375243 0.05219938 0.05206035 0.04257207
 0.05832523 0.05606366 0.03324578 0.06731895]",[0.01421984 0.97660386],0.39285714285714285,0.5714285714285714,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,"[-8.46867077  2.74389424 -1.18848233  4.48986477  4.58164597 -1.59759575
 -1.00733279  0.9022677  -0.61133506  3.10813448  0.79175686 -0.88364094]","[ 0.03243118  1.75057105  0.25000321 -0.19132227  1.79319345  0.25000568
  0.46044789  1.71540128  0.28301288 -0.02658957  1.79999853  0.25001604]","[-2.65836249  0.88187123 -1.03026435  0.35349083 -0.80404158 -0.17363294
  0.06946351  0.32361345  1.05162033  0.755127    0.9760113  -1.1002467 ]","[-0.04266065  1.79999781  0.25049783 -0.09647924  1.40044976  0.35577209
  0.52479855  1.79982247  0.74911682  0.15780689  1.77387753  0.25008249]"
"[ 0.35084755  1.47343651  0.47544745 -0.19491531  1.40079218  0.61388161
  1.18248619  1.44086735  0.71991529  0.48079109  1.54336516  0.36121313]","[1.22 1.22 1.22 1.22 1.22 1.22 1.22 1.52 1.52 1.52 1.52 1.52 1.52 1.62
 1.62 1.62 1.62 1.62 1.62 1.62 1.85 1.85 1.85 1.85 1.85]","[-0.82 -0.52 -0.35  0.01  0.21  0.52  0.73 -0.67 -0.33 -0.13  0.24  0.53
  0.61 -0.71 -0.44 -0.21 -0.07  0.24  0.58  0.66 -0.52 -0.29  0.01  0.24
  0.66]","[ 0.62682927  0.42857143  0.21870702 -0.0942928  -0.12555391  0.0246085
  0.30215827  0.60383387  0.32328308  0.0848329  -0.1514393  -0.0625
 -0.00896861  0.62059621  0.45098039  0.0848329  -0.00829876 -0.20618557
 -0.11415525  0.19592875  0.39015606  0.22778675 -0.12727273 -0.14121037
  0.12681159]","[0.02720933 0.03449609 0.03619007 0.03506656 0.03812899 0.03343487
 0.0571726  0.02601271 0.03872958 0.05051924 0.03496943 0.03850042
 0.04734947 0.04082019 0.03466314 0.05051924 0.04554718 0.07025313
 0.067132   0.03497749 0.03190205 0.03913675 0.03709375 0.03757911
 0.04221921]",[0.02127123 1.01956291],0.52,0.72,1.0,1.0,1.0,1.0,"[ 4.16875506e-01 -4.31262542e-01  5.44715793e-01  4.31377716e-01
 -1.99191138e-03 -8.32190163e-01 -1.00150750e+00  4.25293714e-01
 -4.04473953e+00  2.15364122e-01  6.77014748e-01  1.89615819e-01]","[ 0.37790659  1.45220586  0.53038477 -0.13293828  1.40000065  0.39037984
  0.99999994  1.4709328   0.5850831   0.51557343  1.62255234  0.38281575]","[-5.15594868e-01 -2.36754968e-01  5.63787747e-01  5.02040984e-02
 -1.30844520e-03  3.45047979e-01 -6.41696067e+00  3.67781038e-01
 -1.01837605e+00 -1.11443128e-01 -4.35210222e-01 -2.55274835e-01]","[ 0.26370574  1.40007374  0.66062186 -0.1718745   1.40026919  0.70437584
  0.25120335  1.5162683   0.25029856  0.45266404  1.40000826  0.28221454]"
"[ 0.12881859  1.68847828  0.56822231 -0.38645577  1.77356434  0.71926465
  0.41737224  1.47600828  0.65898303 -0.26278993  1.55767501  0.67859065]","[1.29 1.29 1.29 1.29 1.53 1.53 1.53 1.53 1.67 1.67 1.67 1.67 1.67 1.98
 1.98 1.98 1.98 1.98 1.98 1.98 1.98 1.98]","[-0.66 -0.35  0.19  0.74 -0.61 -0.41  0.4   0.6  -0.85 -0.47  0.16  0.45
  0.81 -0.69 -0.62 -0.39 -0.26 -0.03  0.23  0.29  0.61  0.83]","[ 0.19749216 -0.0422833  -0.09502262  0.04516129  0.21647059  0.10505837
 -0.0547046   0.04212168  0.4572973   0.24460432  0.00674157  0.14027149
 -0.07109005  0.2037037   0.19189765  0.07112971 -0.00561798 -0.00884956
 -0.06542056 -0.07042254 -0.02508961  0.00558659]","[0.05488651 0.03248373 0.0669629  0.04011999 0.03348644 0.06203309
 0.04670798 0.03946257 0.02924046 0.05815412 0.04740347 0.04709488
 0.04855608 0.0543907  0.03204433 0.04562308 0.05299906 0.05431042
 0.04314115 0.05294272 0.05984959 0.03737117]",[0.09223964 1.80523483],0.5454545454545454,0.5909090909090909,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.9545454545454546,"[-5.69734487 -0.36076553 -4.21163948  4.26292358 -1.16604124 -4.90353894
 -0.21550681 -0.27290159  0.26273605  5.65685774 -0.09544142 -0.99795914]","[ 0.07862812  1.6736452   0.25000002 -0.21276619  1.70006703  0.34154911
  0.40351699  1.40000008  0.74999914 -0.06895091  1.53239227  0.2500431 ]","[-0.58005577  0.1967118  -0.96414012  1.98257621 -0.12659312 -1.10696055
 -1.02064631 -0.2267319   0.21283582  0.91387831 -0.38590618 -0.26445146]","[ 0.10492765  1.73334352  0.25000086 -0.16592054  1.73385363  0.25012559
  0.19028551  1.40000012  0.7499796   0.02166298  1.47307865  0.57038576]"
"[-0.02169639  1.73368744  0.450857   -0.10848197  1.64625992  0.68668874
 -0.33412445  1.51433327  0.73373756 -0.3254459   1.75783395  0.35522492]","[1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.23 1.43 1.43 1.43 1.43 1.43 1.43
 1.43 1.76 1.76 1.76 1.76 1.85 1.85 1.85 1.85]","[-0.78 -0.55 -0.35 -0.06  0.01  0.31  0.47  0.82 -0.85 -0.48 -0.15  0.
  0.25  0.56  0.66 -0.8  -0.01  0.04  0.52 -0.49 -0.35  0.01  0.82]","[-0.02269289 -0.08359133 -0.04216867  0.14655172  0.05299145  0.09859155
  0.11827957 -0.15789474 -0.06100218 -0.0245614   0.06370071  0.05311778
  0.09467456  0.04161412 -0.03780069 -0.05039788  0.05394191  0.12893983
  0.1707989  -0.22222222 -0.09066667  0.0557377  -0.23602484]","[0.03888548 0.0320122  0.03877301 0.06494436 0.04128682 0.04821411
 0.05148363 0.04004663 0.03294345 0.05921702 0.03173357 0.03393341
 0.05414851 0.03548028 0.04142171 0.05143717 0.03713625 0.05308194
 0.03656813 0.04267442 0.03636444 0.05717082 0.05415334]",[0.43311884 0.80426274],0.5652173913043478,0.6521739130434783,0.9565217391304348,0.5217391304347826,0.782608695652174,1.0,"[-0.6434964  -1.51864246 -0.46104816  2.73230194 -1.01030265 -1.25010224
  1.93219361  0.94774443 -3.85310524 -1.84538218  0.46564429  0.88198153]","[-0.02781983  1.58501523  0.25001248 -0.05015928  1.52709495  0.25000088
 -0.23069391  1.57224891  0.32872203 -0.46579764  1.79999852  0.43202572]","[-0.31966641 -0.83416624  1.16601551  4.00020246 -0.62161471 -1.39220348
  2.21755866  1.063708   -3.6394954  -0.46646527  0.15613158  0.54680417]","[-0.02822622  1.40003613  0.74987438 -0.02579552  1.49506259  0.25000018
 -0.19566142  1.59301651  0.32671422 -0.35231956  1.79999637  0.39422855]"
"[0.26354721 1.46764351 0.38793091 0.14148324 1.63007981 0.71663664
 0.14148324 1.55859423 0.36913835 0.1914185  1.62036486 0.27190199]","[1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.52 1.52 1.52 1.52 1.52 1.52
 1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.6  1.98 1.98 1.98 1.98 1.98]","[-0.84 -0.59 -0.25 -0.18  0.13  0.27  0.52  0.71 -0.7  -0.33 -0.13  0.04
  0.5   0.83 -0.65 -0.47 -0.23 -0.02  0.    0.24  0.42  0.63 -0.79 -0.42
 -0.04  0.25  0.54]","[0.29795918 0.21479714 0.22727273 0.18297872 0.2034632  0.14663462
 0.22270742 0.152      0.27342256 0.29501916 0.25902335 0.13953488
 0.13267327 0.45126354 0.32125206 0.35423197 0.24714829 0.1984127
 0.24242424 0.05595117 0.09265945 0.24130191 0.12473573 0.10631741
 0.10694184 0.12562814 0.06542056]","[0.06098579 0.03373811 0.03923678 0.0453478  0.06441891 0.03429402
 0.06442224 0.06251067 0.04206069 0.03414647 0.03146978 0.05338893
 0.04410603 0.03095669 0.03843729 0.05235877 0.03449652 0.06174167
 0.05340612 0.03184508 0.03454038 0.0325113  0.04562094 0.03903095
 0.04306641 0.03516325 0.06821215]",[1.31982722 0.36343936],0.5555555555555556,0.7777777777777778,0.9259259259259259,0.5185185185185185,0.7407407407407407,1.0,"[ 0.44942652  1.01113547  0.70728537 -1.48166413  0.42318262 -0.93677792
 -0.22050599  0.71370055 -0.56045146  0.6222042   0.18605366 -1.31825763]","[0.28336867 1.51916076 0.4421977  0.08141296 1.79744105 0.25001063
 0.12940651 1.65467716 0.302228   0.21365175 1.63095573 0.25      ]","[ 0.80659833  0.99306196  0.97101522 -1.76964031  0.44512818 -1.59057729
  0.03481934  1.28578588 -0.76925391  0.37511873  0.20472822 -0.17983724]","[0.2982737  1.51153225 0.46260587 0.07568541 1.8        0.27713564
 0.14300871 1.68881286 0.29650671 0.2061479  1.63077129 0.26342728]"
"[ 0.74914872  1.58229638  0.74565159 -0.21898193  1.69285921  0.6325434
 -0.70304726  1.48682217  0.47168611 -0.4264385   1.419962    0.51027673]","[1.26 1.26 1.26 1.26 1.54 1.54 1.54 1.54 1.74 1.74 1.74 1.74 1.74 1.74
 1.74 1.74 1.96 1.96 1.96 1.96 1.96 1.96 1.96 1.96]","[-0.5  -0.43  0.2   0.67 -0.78 -0.39  0.37  0.74 -0.85 -0.45 -0.31 -0.13
  0.15  0.32  0.63  0.68 -0.79 -0.58 -0.34 -0.1   0.11  0.26  0.48  0.77]","[0.31715771 0.38675958 0.66734694 0.27173913 0.31384016 0.48926554
 0.64948454 0.18933333 0.25497288 0.45112782 0.49234136 0.60788177
 0.7037037  0.62107623 0.35435435 0.25951557 0.21138211 0.35164835
 0.46232877 0.53424658 0.54480287 0.53212521 0.38418079 0.15981735]","[0.03948128 0.0544346  0.02379007 0.03547346 0.02964219 0.02931649
 0.03860218 0.05070576 0.04111882 0.03869302 0.02879035 0.02492313
 0.02791082 0.0262419  0.03623482 0.04016944 0.06231697 0.03469537
 0.03669226 0.04424653 0.03549925 0.0343651  0.03469816 0.03335259]",[1.81239742 0.58492347],0.6666666666666666,0.7916666666666666,1.0,0.2916666666666667,0.5,0.9583333333333334,"[-1.27311813  0.07560431 -1.43775929  1.94943322 -1.83229548 -2.61163383
 -0.55689875 -0.18516467  0.40882818  2.30218236 -0.04994422 -2.90826765]","[ 0.63037589  1.58552252  0.60571194 -0.12394271  1.49146668  0.33145249
 -0.88257652  1.44890842  0.6329731  -0.31202741  1.40000396  0.33441121]","[ 0.14636845 -0.42159748 -0.02549072  2.96911059  0.23423882 -2.07579507
 -4.78150734  0.16817344  0.81661152  2.22526882 -0.32944577 -0.64034611]","[ 0.76499185  1.55698686  0.73767318 -0.09930691  1.7748112   0.35387515
 -0.95629866  1.50458667  0.7499988  -0.2826482   1.40000011  0.43526901]"
"[-0.0444802   1.47580026  0.35508968  0.01482673  1.66477388  0.65657233
  1.28992581  1.52934507  0.72937777 -0.01482673  1.40652283  0.71906257]","[1.29 1.29 1.29 1.29 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.43 1.7
 1.7  1.7  1.7  1.7  1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99 1.99]","[-0.71 -0.12  0.41  0.57 -0.84 -0.63 -0.32 -0.18 -0.07  0.1   0.33  0.62
  0.78 -0.79 -0.4  -0.01  0.46  0.52 -0.67 -0.56 -0.39 -0.17 -0.07  0.23
  0.33  0.64  0.78]","[ 0.0430622  -0.34146341 -0.19907407 -0.05339105  0.34163209  0.03535354
 -0.24728261 -0.44285714 -0.40594059 -0.33557047 -0.2752809   0.06435644
  0.24832215  0.30232558 -0.24489796 -0.43165468 -0.21782178 -0.12874251
  0.09465021 -0.01492537 -0.14117647 -0.28358209 -0.2975048  -0.16112532
 -0.06837607  0.07034483  0.27405603]","[0.06910728 0.05992552 0.03333975 0.03793268 0.03495279 0.03551124
 0.03571573 0.02864059 0.06430174 0.05456947 0.03602863 0.03510695
 0.05611398 0.04596761 0.03701755 0.03123505 0.04855725 0.03836918
 0.04515728 0.03264752 0.05368944 0.05857707 0.04182706 0.03529269
 0.06521905 0.03704706 0.03356404]",[1.76497756 0.26285861],0.4444444444444444,0.6296296296296297,0.8888888888888888,0.6296296296296297,0.7407407407407407,0.9259259259259259,"[ 1.51113877 -0.26594234 -0.26598336  0.51371912  0.34867568 -0.23171467
 -6.68610083  3.26252101 -7.33257829  1.29002652  0.81318892 -1.38558227]","[-0.02827891  1.40000029  0.25405207  0.06287155  1.8         0.56244687
  0.80851009  1.6154229   0.37793712  0.02929129  1.65816026  0.25      ]","[ 1.76509468  0.18088584 -1.42039754 -0.62641945 -0.82032425 -0.86291863
 -9.32925223 -0.37180217 -6.53454721 -1.18148122  7.80834826 -5.52618366]","[-0.03139347  1.49386128  0.25180685  0.00611794  1.40000015  0.25010158
  0.99983086  1.51170954  0.54646838 -0.04143664  1.79999535  0.25000057]"
"[-0.16921868  1.50844366  0.51925952  0.15636663  1.68519081  0.32630793
 -0.20777483  1.5433134   0.2552229   0.08353834  1.71915382  0.30544101]","[1.39 1.39 1.39 1.39 1.39 1.39 1.39 1.59 1.59 1.59 1.59 1.59 1.59 1.59
 1.7  1.7  1.7  1.7  1.7  1.7  1.7  1.9  1.9  1.9  1.9  1.9 ]","[-0.82 -0.51 -0.28  0.02  0.2   0.53  0.72 -0.82 -0.52 -0.18  0.08  0.14
  0.54  0.69 -0.68 -0.58 -0.2  -0.07  0.32  0.44  0.72 -0.83 -0.33 -0.13
  0.46  0.76]","[-0.42857143 -0.15718157 -0.0313779  -0.04738155 -0.01154734 -0.10679612
 -0.07969152 -0.57706093 -0.18867925  0.07093822  0.02105263  0.04374057
 -0.0433213  -0.02558635 -0.35151515 -0.18781726  0.00932642 -0.00186916
  0.         -0.02949062 -0.07142857 -0.41578947 -0.03289474 -0.09333333
 -0.01787592 -0.0846395 ]","[0.03661199 0.03635294 0.03691766 0.04988153 0.04805373 0.03999585
 0.05054076 0.04889462 0.0674467  0.04771597 0.04187611 0.03879961
 0.04244604 0.03264047 0.05153513 0.03498957 0.03218974 0.04323369
 0.03197647 0.03659668 0.03930487 0.04665436 0.03309539 0.05748301
 0.03242204 0.03944831]",[0.6398455  0.72087356],0.5,0.6153846153846154,0.8846153846153846,0.46153846153846156,0.6923076923076923,0.9230769230769231,"[-3.71248812 -0.1171058   0.46723877  1.33023772 -1.50139718 -1.43246856
 -0.82387057  2.08148373  0.53357321  1.8175572  -1.64760225 -0.14357498]","[-0.25244856  1.48130885  0.74999831  0.19403896  1.62641831  0.26452491
 -0.24860213  1.64780832  0.29058266  0.13684719  1.58763137  0.25      ]","[-3.89148569  0.03723302  0.46252076  0.79516917 -1.27659758 -0.77660074
 -0.73887905  1.86576177  0.66030693  0.61509126 -0.68033001  0.17476784]","[-0.24597969  1.51808866  0.74993028  0.1859391   1.62974611  0.27671925
 -0.24727546  1.63327208  0.30571636  0.15962993  1.53704077  0.37777421]"
"[ 0.72572839  1.62580285  0.64425601 -0.60894451  1.56799147  0.46173585
 -0.19185923  1.65857813  0.43231435  0.02502512  1.68270781  0.67143159]","[1.29 1.29 1.29 1.29 1.29 1.44 1.44 1.44 1.44 1.44 1.44 1.44 1.64 1.64
 1.64 1.64 1.64 1.64 1.97 1.97 1.97 1.97 1.97 1.97 1.97 1.97 1.97]","[-0.73 -0.48 -0.04  0.24  0.73 -0.7  -0.61 -0.14 -0.07  0.16  0.42  0.81
 -0.7  -0.42 -0.27  0.12  0.51  0.77 -0.84 -0.56 -0.46 -0.19 -0.05  0.27
  0.29  0.65  0.76]","[ 0.65293383  0.63809524  0.4356103   0.30328867  0.01714286  0.75030902
  0.72        0.60453809  0.54307116  0.4160401   0.23408624 -0.08139535
  0.78008299  0.7039031   0.67278798  0.45215311  0.22976501  0.01971091
  0.63169643  0.60436562  0.61022364  0.51092896  0.48496732  0.27179487
  0.29957806  0.0952986   0.02402023]","[0.02676194 0.0336037  0.03012188 0.03325639 0.03779089 0.02324259
 0.04907138 0.03206895 0.05138799 0.03219051 0.0311518  0.03398657
 0.02849876 0.02605823 0.03022885 0.0308484  0.03516481 0.03624293
 0.02589814 0.02942705 0.04477944 0.03177258 0.03161878 0.03978849
 0.06197362 0.03548392 0.03554565]",[1.02838974 1.9554585 ],0.5925925925925926,0.8148148148148148,1.0,0.6296296296296297,0.7407407407407407,0.8888888888888888,"[-2.67669458  0.66663794 -2.39127898 -1.14641179 -0.19595965  1.16062315
 -0.1814184  -0.48455233  0.22084903  0.59554327  0.30943878  0.30055027]","[ 0.60384147  1.63846763  0.52680707 -0.74109774  1.55830533  0.58142037
 -0.21257298  1.58976625  0.51611742  0.06073621  1.79953216  0.7498359 ]","[-4.10834085  1.06115337 -3.95933751 -1.57788707 -0.67571201  1.81115354
 -0.30820496 -0.53523647  0.38504436  0.16391774 -0.2072389  -0.73645446]","[ 0.59928774  1.63879213  0.52115333 -0.86579208  1.53274433  0.69481804
 -0.22928482  1.58719736  0.58972971  0.02996202  1.61954503  0.34544944]"
